datetime,Global Horiz,Temperature,Power,Voltage,Current
2005-01-05 17:00:00,1.4444,302.33,0.5138029689430514,46.884714152719994,0.013854837745204959
2005-01-05 17:30:00,0.0,301.38,0.0,46.881867,0.0
2005-01-05 18:00:00,0.0,300.65,0.0,46.879749999999994,0.0
2005-01-05 18:30:00,0.0,300.13,0.0,46.878242,0.0
2005-01-05 19:00:00,0.0,299.65,0.0,46.87685,0.0
2005-01-05 19:30:00,0.0,299.2,0.0,46.875544999999995,0.0
2005-01-05 20:00:00,0.0,298.78,0.0,46.874326999999994,0.0
2005-01-05 20:30:00,0.0,298.37,0.0,46.873138,0.0
2005-01-05 21:00:00,0.0,297.96,0.0,46.871948999999994,0.0
2005-01-05 21:30:00,0.0,297.54,0.0,46.870731,0.0
2005-01-05 22:00:00,0.0,297.08,0.0,46.869397,0.0
2005-01-05 22:30:00,0.0,296.59,0.0,46.867976,0.0
2005-01-05 23:00:00,0.0,296.12,0.0,46.866612999999994,0.0
2005-01-05 23:30:00,0.0,295.69,0.0,46.865365999999995,0.0
2005-01-06 00:00:00,0.0,294.78,0.0,46.862727,0.0
2005-01-06 00:30:00,0.0,294.95,0.0,46.86322,0.0
2005-01-06 01:00:00,0.0,294.63,0.0,46.862292,0.0
2005-01-06 01:30:00,0.0,294.36,0.0,46.861509,0.0
2005-01-06 02:00:00,0.0,294.09,0.0,46.860726,0.0
2005-01-06 02:30:00,0.0,293.85,0.0,46.860029999999995,0.0
2005-01-06 03:00:00,0.0,293.72,0.0,46.859652999999994,0.0
2005-01-06 03:30:00,0.0,293.72,0.0,46.859652999999994,0.0
2005-01-06 04:00:00,10.2517,294.39,3.6435227644391714,46.86225005846,0.09829568587488177
2005-01-06 04:30:00,51.6965,295.75,18.378041919973157,46.8688382367,0.49573679700923473
2005-01-06 05:00:00,111.0646,297.35,39.496411702124874,46.877265921479996,1.0652007769591048
2005-01-06 05:30:00,175.1986,299.19,62.32661624778442,46.886693670679996,1.6805833173158615
2005-01-06 06:00:00,236.4778,300.73,84.15428657830083,46.89506928364,2.2687422976108214
2005-01-06 06:30:00,303.2262,301.98,107.94116921203201,46.90295283156,2.9095313435850305
2005-01-06 07:00:00,355.3002,303.16,126.5117659510417,46.909697152759996,3.4096075655543205
2005-01-06 07:30:00,401.4899,304.26,142.99300235291724,46.915834055619996,3.853287828182322
2005-01-06 08:00:00,444.5939,305.27,158.38007053168195,46.92151309082,4.26741255637909
2005-01-06 08:30:00,480.3234,306.2,171.14162725319545,46.926489632919996,4.610772523939463
2005-01-06 09:00:00,497.8655,306.99,177.415722494409,46.9298998189,4.779457281126993
2005-01-06 09:30:00,502.4102,307.65,179.05073370993753,46.932103770759994,4.8232768425497055
2005-01-06 10:00:00,475.0725,308.16,169.30626424526486,46.9318386255,4.560805645545319
2005-01-06 10:30:00,440.0021,308.5,156.8001747283915,46.93058713398,4.2240267701955485
2005-01-06 11:00:00,393.5616,308.72,140.23772609420558,46.928262230079994,3.77803951511894
2005-01-06 11:30:00,458.7312,308.8,163.48777604956024,46.932652050559994,4.4039897290923875
2005-01-06 12:00:00,462.1393,308.74,164.702673912478,46.93269548734,4.436712214652149
2005-01-06 12:30:00,444.9591,308.53,158.5691737246979,46.93099039058,4.271644981336401
2005-01-06 13:00:00,399.3365,308.17,142.28864124758186,46.9270356687,3.833391876907555
2005-01-06 13:30:00,379.2434,307.65,135.11441111324234,46.92424572892,3.640327693270879
2005-01-06 14:00:00,324.3885,307.01,115.54675112452564,46.918889986299995,3.113480262943255
2005-01-06 14:30:00,240.4669,306.27,85.62875862401805,46.91138978822,2.307689934243952
2005-01-06 15:00:00,190.7626,305.46,67.91463895371363,46.905869653879996,1.8305108653681466
2005-01-06 15:30:00,133.506,304.58,47.518756890255645,46.899664682799994,1.2809478241623962
2005-01-06 16:00:00,71.6774,303.67,25.505519734288946,46.89308101812,0.6876406097703784
2005-01-06 16:30:00,22.553,302.73,8.023359216655784,46.8872208814,0.216340511385899
2005-01-06 17:00:00,1.358,301.89,0.4830443702304894,46.883432640399995,0.013025779745804
2005-01-06 17:30:00,0.0,301.17,0.0,46.881257999999995,0.0
2005-01-06 18:00:00,0.0,300.53,0.0,46.879402,0.0
2005-01-06 18:30:00,0.0,299.97,0.0,46.877778,0.0
2005-01-06 19:00:00,0.0,299.43,0.0,46.876211999999995,0.0
2005-01-06 19:30:00,0.0,298.91,0.0,46.874703999999994,0.0
2005-01-06 20:00:00,0.0,298.38,0.0,46.873166999999995,0.0
2005-01-06 20:30:00,0.0,297.85,0.0,46.871629999999996,0.0
2005-01-06 21:00:00,0.0,297.35,0.0,46.87018,0.0
2005-01-06 21:30:00,0.0,296.88,0.0,46.868817,0.0
2005-01-06 22:00:00,0.0,296.43,0.0,46.867512,0.0
2005-01-06 22:30:00,0.0,296.01,0.0,46.866293999999996,0.0
2005-01-06 23:00:00,0.0,295.59,0.0,46.865075999999995,0.0
2005-01-06 23:30:00,0.0,295.17,0.0,46.863858,0.0
2005-01-07 00:00:00,0.0,292.98,0.0,46.857507,0.0
2005-01-07 00:30:00,0.0,294.43,0.0,46.861712,0.0
2005-01-07 01:00:00,0.0,294.12,0.0,46.860813,0.0
2005-01-07 01:30:00,0.0,293.84,0.0,46.860001,0.0
2005-01-07 02:00:00,0.0,293.57,0.0,46.859218,0.0
2005-01-07 02:30:00,0.0,293.31,0.0,46.858464,0.0
2005-01-07 03:00:00,0.0,293.13,0.0,46.857941999999994,0.0
2005-01-07 03:30:00,0.0,293.03,0.0,46.857651999999995,0.0
2005-01-07 04:00:00,8.7479,293.8,3.108841286811521,46.86044311602,0.08387417610079852
2005-01-07 04:30:00,47.3119,295.43,16.818523408040246,46.86763049922,0.45368139939069774
2005-01-07 05:00:00,108.2661,297.08,38.49976350121609,46.87630437718,1.0383429136690012
2005-01-07 05:30:00,173.55700000000002,298.74,61.73919890584487,46.8852839366,1.6647941716697392
2005-01-07 06:00:00,239.1497,300.11,85.09968078813772,46.89344175086,2.294309108075111
2005-01-07 06:30:00,312.5913,301.2,111.26764060437183,46.90128832494,2.9993021152616923
2005-01-07 07:00:00,360.5878,302.23,128.3826205717596,46.90733750164,3.4602028602885975
2005-01-07 07:30:00,410.6547,303.22,146.24313298102382,46.91340276986,3.941074592773453
2005-01-07 08:00:00,460.77099999999996,304.13,164.1282668561478,46.919239189799995,4.422507004348851
2005-01-07 08:30:00,490.2444,304.97,174.65640300234253,46.92355559272,4.705759264693044
2005-01-07 09:00:00,527.7986,305.71,188.0691531857611,46.92809755068,5.066647937691782
2005-01-07 09:30:00,552.1146,306.35,196.75993760884978,46.93150491148,5.300395819706865
2005-01-07 10:00:00,555.6388,306.88,198.02957447029834,46.933266755439995,5.33439753459872
2005-01-07 10:30:00,531.2243,307.29,189.32551025517037,46.93289811034,5.099972923877015
2005-01-07 11:00:00,547.875,307.57,195.27410178941363,46.934772425,5.260003578421875
2005-01-07 11:30:00,541.9647,307.71,193.1677667006677,46.934801347859995,5.2032630473625066
2005-01-07 12:00:00,517.3513,307.74,184.38428704007913,46.93331801294,4.966823842527229
2005-01-07 12:30:00,483.3713,307.65,172.25736646188102,46.93088908894,4.6403969066253
2005-01-07 13:00:00,442.8759,307.44,157.80637474103375,46.92769648242,4.251394569246309
2005-01-07 13:30:00,399.6174,307.12,142.37180349404252,46.924008590119996,3.8358797847692094
2005-01-07 14:00:00,338.5508,306.68,120.59109035810411,46.918836541039994,3.249406874247987
2005-01-07 14:30:00,270.9753,306.1,96.49811830578759,46.91284322414,2.600537957562811
2005-01-07 15:00:00,206.2136,305.39,73.41770811370817,46.906652427679994,1.9788026817690747
2005-01-07 15:30:00,145.0754,304.55,51.63797159339135,46.90031581052,1.3919688428685368
2005-01-07 16:00:00,79.3184,303.45,28.2243085188451,46.89293051392,0.760942855254364
2005-01-07 16:30:00,26.1496,302.1,9.302286235751449,46.885623344479995,0.25083383127738174
2005-01-07 17:00:00,1.6822,300.85,0.5982927674975226,46.880437324359995,0.01613460009776524
2005-01-07 17:30:00,0.0,299.73,0.0,46.877081999999994,0.0
2005-01-07 18:00:00,0.0,298.87,0.0,46.874587999999996,0.0
2005-01-07 18:30:00,0.0,298.28,0.0,46.872876999999995,0.0
2005-01-07 19:00:00,0.0,297.7,0.0,46.871195,0.0
2005-01-07 19:30:00,0.0,297.13,0.0,46.869541999999996,0.0
2005-01-07 20:00:00,0.0,296.58,0.0,46.867946999999994,0.0
2005-01-07 20:30:00,0.0,296.04,0.0,46.866381,0.0
2005-01-07 21:00:00,0.0,295.52,0.0,46.864872999999996,0.0
2005-01-07 21:30:00,0.0,295.02,0.0,46.863423,0.0
2005-01-07 22:00:00,0.0,294.56,0.0,46.862089,0.0
2005-01-07 22:30:00,0.0,294.13,0.0,46.860842,0.0
2005-01-07 23:00:00,0.0,293.72,0.0,46.859652999999994,0.0
2005-01-07 23:30:00,0.0,293.34,0.0,46.858551,0.0
